created_at;lang;screen_name;location;full_text;urls;tags;mentions;retweet_count;favorite_count;parsed_text;emoji;english;clean
2019-05-28 09:34:36;und;krysteburn;Republic of Croatia;"@grdasic @lucidichka ""Idem u EP, prisustvovat ću na sjednicama. Što mislite koliko meni kao pravniku treba da proučim dokumentaciju i prezentiram ju?! Vrlo malo. Nakon što preuzmem funkciju europarlamentarca idem u pripreme za predsjedničku kampanju."" https://t.co/Y0fVz1Ov81 😶";https://twitter.com/i/web/status/1133305560806432768;;grdasic, lucidichka;0;1;"""Idem u EP, prisustvovat ću na sjednicama. Što mislite koliko meni kao pravniku treba da proučim dokumentaciju i prezentiram ju?! Vrlo malo. Nakon što preuzmem funkciju europarlamentarca idem u pripreme za predsjedničku kampanju."" ";😶;"""I go to the ER, prisustvovat I'll be at the session. How much do you think I like pravniku it follows that proučim documentation and prezentiram her?! Very little. After preuzmem functions europarlamentarca I go into the preparations for the presidential campaign.""";go er prisustvovat ill session much think like pravniku follows proučim documentation prezentiram little preuzmem functions europarlamentarca go preparations presidential campaign
2019-05-28 06:49:28;und;ZB1708;Zadar;Europski izbori: odavno zvoni, ali pitanje je ima li tko čuti | Forum tjedni magazin - https://t.co/lqoSIkYBFN https://t.co/ptpuNV5Rfx;http://Forum.tm, https://shar.es/a07pV3;;;0;2;Europski izbori: odavno zvoni, ali pitanje je ima li tko čuti | Forum tjedni magazin -;;European elections: long calls, but the question is, has anyone hear | Forum weekly magazine;european elections long calls question anyone hear forum weekly magazine
2019-05-28 05:27:30;und;BaukToni;;"Mislav Kolakušić za Dnevnik Nove TV: ""Birači su mi dali glas da bih bio premijer, a ne europarlamentarac. Moj je cilj 76 ruku"" - https://t.co/GzDawOTGzB https://t.co/DWcGHqfwqJ";https://twitter.com/i/web/status/1133243377447821313;;;0;2;"Mislav Kolakušić za Dnevnik Nove TV: ""Birači su mi dali glas da bih bio premijer, a ne europarlamentarac. Moj je cilj 76 ruku"" -";;"Mislav Kolakušić of the Journal of the New TV: ""the Voters have given me the voice that I was Prime Minister, and not europarlamentarac. My goal is 76 hands"" -";mislav kolakušić journal new tv voters given voice prime minister europarlamentarac goal hands
2019-05-27 20:56:03;und;jklaric;Dugo Selo;Ako je netko mislio da su kod nas euroizbori izazvali šou program... https://t.co/N8FPzox9oF via @TelegramHR;https://www.telegram.hr/politika-kriminal/europski-izbori-fino-su-prodrmali-neke-clanice-eu-a-evo-kako-stvari-stoje-u-sedam-najzanimljivijih/;;TelegramHR;0;0;Ako je netko mislio da su kod nas euroizbori izazvali šou program... via;;If someone thought that we euroizbori called show program via...;someone thought euroizbori called show program via
2019-05-27 20:26:00;und;Frank_Sinutra;Republic of Croatia;"@kkresho @utikejt Preporučam pogledati 👇

https://t.co/YXOblhrawF";https://dnevnik.hr/vijesti/izbori-za-europski-parlament-2019/mislav-kolakusic-za-dnevnik-nove-tv-biraci-su-mi-dali-glas-da-bi-bio-premijer-a-ne-europarlamentarac---562491.html;;kkresho, utikejt;0;5;Preporučam pogledati ;👇;I recommend to look;recommend look
2019-05-27 20:15:00;und;vijestihr;Zagreb, Croatia;"Tomašić opisala svog tipičnog birača i poručila: 'Narod sad uviđa da se može i bez HDZ-a i bez SDP-a'
https://t.co/oqYqGCYvgK https://t.co/0F4sDVVt1L";https://twitter.com/i/web/status/1133104335871721474;;;0;3;Tomašić opisala svog tipičnog birača i poručila: 'Narod sad uviđa da se može i bez HDZ-a i bez SDP-a';;"There she described her typical voters and poručila: ""the American People understand that it is possible and without a CAMERA and without SDP-a'";described typical voters poručila american people understand possible without camera without sdpa
2019-05-27 19:48:22;und;vijestihr;Zagreb, Croatia;"Što je Brexit naučio Europsku uniju? 'Populisti je više ne žele napustiti, vidjeli su kakav je to kaos'
https://t.co/rBL8EUGrI7 https://t.co/hrN7siWPLr";https://twitter.com/i/web/status/1133097633919246336;;;0;3;Što je Brexit naučio Europsku uniju? 'Populisti je više ne žele napustiti, vidjeli su kakav je to kaos';;As Brexit learned of the European Union? 'Populisti don't want to leave, they saw that chaos';brexit learned european union populisti dont want leave saw chaos
2019-05-27 19:29:22;und;Kapich_T;Zagreb, Croatia;"Ali sada su bili izbori za europski parlament, a pobjednik predsjedničkih izbora postaje *checks notes* predsjednik.
#kolakusic #giftthatkeepsongiving 😬 https://t.co/OKNOWxttiR";https://twitter.com/i/web/status/1133092853708722177;;;0;0;Ali sada su bili izbori za europski parlament, a pobjednik predsjedničkih izbora postaje *checks notes* predsjednik. ;😬;But now there were elections to the European Parliament, and the winner of the presidential elections is *checks notes* President.;elections european parliament winner presidential elections checks notes president
2019-05-27 18:30:00;und;vijestihr;Zagreb, Croatia;"VIDEO Kopal pokušao objasniti zašto je 'crni labud' kriv za loš rezultat HDZ-a: Jeste li ga razumjeli?
https://t.co/hMJuI6tEci https://t.co/MdX5YD8a87";https://twitter.com/i/web/status/1133077912809160704;;;0;1;VIDEO Kopal pokušao objasniti zašto je 'crni labud' kriv za loš rezultat HDZ-a: Jeste li ga razumjeli?;;VIDEO Kopal tried to explain why 'black Swan' the blame for the bad result of the SAPPHIRE-and: do You understand it?;video kopal tried explain black swan blame bad result sapphireand understand
2019-05-27 18:15:21;und;DNEVNIKhr;Republic of Croatia;O prvim potezima koje planira učiniti s Mislavom Kolakušićem u Dnevniku Nove TV razgovarao je reporter Mislav Bago. #dnevnikhr @novahr https://t.co/uZS68rNSDn;https://twitter.com/i/web/status/1133074226787885057;;;0;1;O prvim potezima koje planira učiniti s Mislavom Kolakušićem u Dnevniku Nove TV razgovarao je reporter Mislav Bago.;;About the first moves, which it plans to do with Mislavom Kolakušićem in the journal of the New TV spokesperson told the Mislav Bago.;first moves plans mislavom kolakušićem journal new tv spokesperson told mislav bago
2019-05-27 18:00:00;und;vijestihr;Zagreb, Croatia;"Plenković pronašao krivce za loš rezultat: Isfabricirane teme, referendumske inicijative i - građani koji ne razumiju
https://t.co/Fpxx0M8689 https://t.co/IeEerEEVnm";https://twitter.com/i/web/status/1133070364240695299;;;0;1;Plenković pronašao krivce za loš rezultat: Isfabricirane teme, referendumske inicijative i - građani koji ne razumiju;;Plenković found guilty of a bad result: Isfabricirane topics referendumske initiatives - citizens who do not understand;plenković found guilty bad result isfabricirane topics referendumske initiatives citizens understand
2019-05-27 17:00:01;und;vijestihr;Zagreb, Croatia;"Novo lice Europe: 'Mladima je dosta 'starih stranaka', razmišljaju progresivno, liberalno i 'zelenije'
https://t.co/wkEjLR8ISI https://t.co/gLG4TxHUGe";https://twitter.com/i/web/status/1133055266109480960;;;0;0;Novo lice Europe: 'Mladima je dosta 'starih stranaka', razmišljaju progresivno, liberalno i 'zelenije';;"The new face of Europe: 'a lot of Young people ""the old parties', to think progressive, liberal and 'greener'";new face europe lot young people old parties think progressive liberal greener
2019-05-27 16:30:00;und;vijestihr;Zagreb, Croatia;"Sessa izbore za Europski parlament proglasio ""proceduralnom perfekcijom""
https://t.co/SL9b9q9Iex https://t.co/IQj4z6Mdet";https://bit.ly/2QAvBbH;;;0;0;"Sessa izbore za Europski parlament proglasio ""proceduralnom perfekcijom""";;"Sessa elections to the European Parliament proclaimed ""procedural safeguards, perfekcijom""";sessa elections european parliament proclaimed procedural safeguards perfekcijom
2019-05-27 16:00:01;und;vijestihr;Zagreb, Croatia;"Analiza europskih izbora: Potraga za 'mesijom', politika krvi i tla i jedan široki osmijeh na ljevici
https://t.co/QXIgyMivXw https://t.co/mjoSAl3TZS";https://twitter.com/i/web/status/1133040166984126464;;;0;0;Analiza europskih izbora: Potraga za 'mesijom', politika krvi i tla i jedan široki osmijeh na ljevici;;"Analysis of the European choice: a Search for ""mesijom', ""policy"" blood and soil, and a wide smile on ljevici";analysis european choice search mesijom policy blood soil wide smile ljevici
2019-05-27 15:59:56;und;radio_101;Republic of Croatia, Zagreb;"IZBORI ZA EUROPSKI PARLAMENT KONAČNI REZULTATI!

https://t.co/cFUTuvUy0i";http://radio101.hr/izbori-za-europski-parlament-konacni-rezultati/;;;0;0;IZBORI ZA EUROPSKI PARLAMENT KONAČNI REZULTATI!;;EUROPEAN ELECTIONS FINAL RESULTS!;european elections final results
2019-05-27 15:44:39;und;N1infoZG;Zagreb, Hrvatska;"UŽIVO Gotov sastanak u HDZ-u: Ovo je tek prvi dan nakon izbora #n1info
https://t.co/hSv3EExMEa";http://hr.n1info.com/Vijesti/a405787/Europski-izbori-rezultati-i-reakcije.html;n1info;;0;0;UŽIVO Gotov sastanak u HDZ-u: Ovo je tek prvi dan nakon izbora;;Live meeting Ended in OFFICERS-in: This is only the first day after the election;live meeting ended officersin first day election
2019-05-27 15:25:53;und;LadoTomicic;Zagreb;Kad svi Turci, de da i mali mujo :) Analiza europskih izbora: Potraga za mesijom, politika 'krvi i tla' i jedan široki osmijeh na ljevici https://t.co/OBTzMpesQB;https://twitter.com/i/web/status/1133031577481617408;;;1;3;Kad svi Turci, de da i mali mujo :) Analiza europskih izbora: Potraga za mesijom, politika 'krvi i tla' i jedan široki osmijeh na ljevici;;"When all the Turks, de, and a small mujo :) Analysis of the European elections: Search mesijom, the policy of ""blood and soil"" and a big smile on ljevici";turks de small mujo analysis european elections search mesijom policy blood soil big smile ljevici
2019-05-27 15:20:49;und;APercan;PULA - Istra - ( Croatia );UŽIVO Milijan Brkić napustio sastanak Predsjedništva HDZ-a https://t.co/v1LMegBlWv;http://hr.n1info.com/Vijesti/a405787/Europski-izbori-rezultati-i-reakcije.html;;;0;0;UŽIVO Milijan Brkić napustio sastanak Predsjedništva HDZ-a;;LIVE Milijan brkić left the meeting of the Presidium and OFFICERS;live milijan brkić left meeting presidium officers
2019-05-27 15:16:17;und;N1infoZG;Zagreb, Hrvatska;"UŽIVO Milijan Brkić napustio sastanak Predsjedništva HDZ-a #n1info 
https://t.co/hSv3EExMEa";http://hr.n1info.com/Vijesti/a405787/Europski-izbori-rezultati-i-reakcije.html;n1info;;0;2;UŽIVO Milijan Brkić napustio sastanak Predsjedništva HDZ-a;;LIVE Milijan brkić left the meeting of the Presidium and OFFICERS;live milijan brkić left meeting presidium officers
2019-05-27 14:30:00;und;DNEVNIKhr;Republic of Croatia;Retoriku političara u izbornoj noći za @DNEVNIKhr analizirala je komunikacijska stručnjakinja Gabrijela Kišiček. #dnevnikhr @novahr https://t.co/9Nd6NnZzdT;https://twitter.com/i/web/status/1133017513497907200;;DNEVNIKhr;0;0;Retoriku političara u izbornoj noći za analizirala je komunikacijska stručnjakinja Gabrijela Kišiček.;;The rhetoric of politicians in the election night to perform communications expert Gabriel Kišiček.;rhetoric politicians election night perform communications expert gabriel kišiček
2019-05-27 14:30:00;und;vijestihr;Zagreb, Croatia;"Kujundžić o izbornom neuspjehu: 'HDZ je dobio upozorenje. Neke stvari ćemo morati bolje prilagoditi'
https://t.co/ixAwx086Kh https://t.co/Mks453Rk6L";https://twitter.com/i/web/status/1133017515284672512;;;0;0;Kujundžić o izbornom neuspjehu: 'HDZ je dobio upozorenje. Neke stvari ćemo morati bolje prilagoditi';;Confirmed the election about the failure: 'OFFICERS have warned. Some things we need to better adapt';confirmed election failure officers warned things need better adapt
2019-05-27 14:04:08;und;vijestihr;Zagreb, Croatia;"Sastalo se Predsjedništvo HDZ-a, Jandroković: 'Rezultat je ispod onog što smo očekivali' #EUizbori
https://t.co/r5DJ5cCaUY https://t.co/biWZK0ZtqE";https://twitter.com/i/web/status/1133011003095048193;EUizbori;;0;0;Sastalo se Predsjedništvo HDZ-a, Jandroković: 'Rezultat je ispod onog što smo očekivali';;Was found the Bureau OFFICERS and Jandroković: 'the Result is below what we expected';found bureau officers jandroković result expected
2019-05-27 14:00:37;und;boristrupcevic;Zagreb, Croatia;Totalni debakl HDZ-a u Irskoj! Dobili samo jedan glas! - Hrvatska https://t.co/VtB6TRfnlp;https://vijesti.rtl.hr/novosti/hrvatska/izbori-za-europski-parlament-2019/3457079/totalni-debakl-hdz-a-u-irskoj-dobili-samo-jedan-glas/?utm_source=sprajcFB&utm_medium=post&utm_campaign=organic;;;0;0;Totalni debakl HDZ-a u Irskoj! Dobili samo jedan glas! - Hrvatska;;A complete fiasco and OFFICERS in Ireland! To only one vote! - Croatia;complete fiasco officers ireland one vote croatia
2019-05-27 13:56:53;und;novahr;Republic of Croatia;"""Ako raspišu prijevremene parlamentarne izbore, onda ću biti premijer"", rekao je Kolakušić. Više saznajte u Vijestima Nove TV u 17 sati. #NovaTV #Dnevnik #Vijesti #VijestiNoveTV #izboriEU2019
https://t.co/U0MIzliz38";https://twitter.com/i/web/status/1133009179281690624;;;0;0;"""Ako raspišu prijevremene parlamentarne izbore, onda ću biti premijer"", rekao je Kolakušić. Više saznajte u Vijestima Nove TV u 17 sati.";;"""If raspišu early parliamentary elections, I'll be Prime Minister,"" said Kolakušić. Read more about this in the News a New TV at 17 o'clock.";raspišu early parliamentary elections ill prime minister said kolakušić read news new tv oclock
