created_at;lang;screen_name;location;full_text;urls;tags;mentions;retweet_count;favorite_count;parsed_text;emoji;english;clean
2019-06-01 08:56:55;pl;DNiedzielska;;PiS w nagrodę za programy społeczne wygrał wybory europejskie. I dobrze, jednak wszyscy powinni teraz patrzeć partii komendanta i akolitom na ręce w sprawie 447 act i tego, co wokół problemu się dzieje, bo to jest klucz do naszej trwałej suwerenności.;;;;0;0;PiS w nagrodę za programy społeczne wygrał wybory europejskie. I dobrze, jednak wszyscy powinni teraz patrzeć partii komendanta i akolitom na ręce w sprawie 447 act i tego, co wokół problemu się dzieje, bo to jest klucz do naszej trwałej suwerenności.;;"""Manneken Pis"" as a reward for social programs won the European elections. And well, however, all must now see the party of the commandant and akolitom hands on act 447 and that the problem is because it is the key to our lasting sovereignty.";manneken pis reward social programs european elections well however must see party commandant akolitom hands act problem key lasting sovereignty
2019-05-31 23:59:58;pl;myNarodPL;;@WojSadurski też mam taką nadzieję. wybory parlamentarne zawsze miały większą frekwencję niż te europejskie. i wierzę że te lenie które nie poszły do ostatnich wyborów to właśnie zwolennicy KE/przeciwnicy PiS;;;WojSadurski;0;2;też mam taką nadzieję. wybory parlamentarne zawsze miały większą frekwencję niż te europejskie. i wierzę że te lenie które nie poszły do ostatnich wyborów to właśnie zwolennicy KE/przeciwnicy PiS;;I hope so too. parliamentary elections always have higher attendance than the European. and I believe that those Laggards that have not went to the last election is just the EK supporters/opponents of IPRs;hope parliamentary elections always higher attendance european believe laggards went last election ek supportersopponents iprs
2019-05-31 23:05:55;pl;WojSadurski;Sydney and Warszawa;Oto źródła mojego optymizmu. KE nie zmobilizowała większej liczby swoich zwolenników, bo oni rozumieli, że to „tylko” wybory europejskie, a PiS twardo prowadził kampanię krajową. W październiku wszyscy zrozumieją, że to już gra o wszystko, Następnej takiej prędko nie będzie.;;;;77;492;Oto źródła mojego optymizmu. KE nie zmobilizowała większej liczby swoich zwolenników, bo oni rozumieli, że to „tylko” wybory europejskie, a PiS twardo prowadził kampanię krajową. W październiku wszyscy zrozumieją, że to już gra o wszystko, Następnej takiej prędko nie będzie.;;"Here is the source of my optimism. The EC is not mobilized as many of its supporters, because they understood that it was ""only"" the European elections and ""Manneken Pis"" strongly campaigned across the country. In October everyone will understand that this is a game, all the Next will not be fast.";source optimism ec mobilized many supporters understood european elections manneken pis strongly campaigned across country october everyone understand game next fast
2019-05-31 15:28:57;pl;Tomaso70;;W Rumunii polityczne trzęsienie ziemi.Potężna rządząca Partia Socjaldemokratyczna dotkliwie przegrała wybory europejskie,a dzień później jej prezes Liviu Dragnea (na zdjęciu) trafił do więzienia za przekręty-a kiedu u nas to nastąpi...?!🤟🤔 https://t.co/lwnocC4Msx;;;;13;38;W Rumunii polityczne trzęsienie ziemi.Potężna rządząca Partia Socjaldemokratyczna dotkliwie przegrała wybory europejskie,a dzień później jej prezes Liviu Dragnea (na zdjęciu) trafił do więzienia za przekręty-a kiedu u nas to nastąpi...?!;🤟🤔;In Romania, a political earthquake.Powerful ruling social Democratic Party sharply lost the election to the European,and a day later its Chairman Liviu Search (pictured) went to prison for fraud-and when we had this happen...?!;romania political earthquakepowerful ruling social democratic party sharply lost election europeanand day later chairman liviu search pictured went prison fraudand happen
2019-05-31 13:53:20;pl;Antosiewicz;Warsaw, Poland;"W polityce wszystko jest możliwe. Tylko trzeba być odważnym!
Na Słowacji wybory europejskie wygrała liberalna partia Progresívne Slovensko (wspólnie w koalicji z nową, konserwatywną partią Spolu). Przypominam mój wywiad z Ivanem Štefunko, założycielem PS. https://t.co/D59sfSd6m9 https://t.co/ErxfdhnNEy";https://www.newsweek.pl/swiat/politycy-na-slowacji-strasza-kaczynskim/lykhrt5?fbclid=IwAR3vQOMPtMgETd9BW-zXSpKcVN-LRl6x-Z1ecNmdXtBGojxiwfsCoe0jzgc;;;2;2;W polityce wszystko jest możliwe. Tylko trzeba być odważnym! Na Słowacji wybory europejskie wygrała liberalna partia Progresívne Slovensko (wspólnie w koalicji z nową, konserwatywną partią Spolu). Przypominam mój wywiad z Ivanem Štefunko, założycielem PS.;;In politics everything is possible. Just need to be brave. In Slovakia, the European elections were won by the liberal party Progresívne Slovensko (together in coalition with the new conservative party Spolu). Remember my interview with Ivan Štefunko, founder PS.;politics everything possible need brave slovakia european elections liberal party progresívne slovensko together coalition new conservative party spolu remember interview ivan štefunko founder ps
2019-05-31 12:23:20;pl;Ada_Rozwadowska;Warszawa, Polska;Byłam pewna, że wybory europejskie wygra PiS i wciąż jestem pewna, że wygra i jesienią. Wygra, bo po drugim już łomocie nie przychodzi żadna refleksja. https://t.co/8pr95ptDNV;https://twitter.com/hanna_lisowa/status/1134346988634480640;;;8;84;Byłam pewna, że wybory europejskie wygra PiS i wciąż jestem pewna, że wygra i jesienią. Wygra, bo po drugim już łomocie nie przychodzi żadna refleksja.;;I was sure that the European elections will benefit the IPR and I am sure that you will win and autumn. Win, because after a second is already too much come no one thought.;sure european elections benefit ipr sure win autumn win second already much come one thought
2019-05-31 11:53:10;pl;muschashi;Poznań, Wielkopolskie;Niby agentury w Polsce nie ma a wygrała wybory europejskie PZPR https://t.co/uahJTYjdw1;https://www.youtube.com/watch?v=QNnA253tZIA&fbclid=;;;1;0;Niby agentury w Polsce nie ma a wygrała wybory europejskie PZPR;;As agents in Poland is not, and won European elections the Communist party;agents poland european elections communist party
2019-05-31 10:24:57;pl;pogodaPL;Polska;@JuliaAstrid453 Niespecjalnie. Wybory europejskie są najprostsze z możliwych.;;;JuliaAstrid453;0;1;Niespecjalnie. Wybory europejskie są najprostsze z możliwych.;;Not really. The European elections are the simplest possible.;really european elections simplest possible
2019-05-31 10:04:10;pl;PSzubartowicz;;@BurzynskaAga Mogę napisać to, co tu piszę od dawna. Kaczyński zamienił wybory samorządowe, europejskie i parlamentarne w jedne wybory - przed nami ostatni, trzeci etap (prezydenckie to już raczej coś innego). Pani nie wyobraża sobie konsekwencji większości konstytucyjnej PiS. A ja tak.;;;BurzynskaAga;1;6;Mogę napisać to, co tu piszę od dawna. Kaczyński zamienił wybory samorządowe, europejskie i parlamentarne w jedne wybory - przed nami ostatni, trzeci etap (prezydenckie to już raczej coś innego). Pani nie wyobraża sobie konsekwencji większości konstytucyjnej PiS. A ja tak.;;"I can write what I write here for a long time. Kaczynski turned the local elections and in European parliamentary election - before us last, the third stage (the presidential-this is probably something else). You can not imagine, therefore, a constitutional majority ""Manneken Pis"". And I like that.";write write long time kaczynski turned local elections european parliamentary election us last third stage presidentialthis probably something else imagine therefore constitutional majority manneken pis like
2019-05-31 09:51:20;pl;giselher007;Warsaw, Poland;@AM_Zukowska @Merskibeat @Szewczukasia Naprawdę porównujecie Państwo wybory europejskie z samorządowymi??? Przecież to dwie różne bajki...;;;AM_Zukowska, Merskibeat, Szewczukasia;0;1;Naprawdę porównujecie Państwo wybory europejskie z samorządowymi??? Przecież to dwie różne bajki...;;Do You compare the European elections with local??? After all, these are two different stories...;compare european elections local two different stories
2019-05-31 07:24:21;pl;Lubuszanin;;"A JEDNAK MOŻNA, TYLKO TROCHĘ ZDECYDOWANIA ODWAGI POTRZEBA

Rumunii polityczne trzęsienie ziemi. Potężna rządząca Partia Socjaldemokratyczna dotkliwie przegrała wybory europejskie, a dzień później... https://t.co/7BrSyE5MyZ";https://oko.press/rumunia-prezes-partii-rzadzacej-w-wiezieniu-opozycja-wygrywa/;;;0;0;A JEDNAK MOŻNA, TYLKO TROCHĘ ZDECYDOWANIA ODWAGI POTRZEBA Rumunii polityczne trzęsienie ziemi. Potężna rządząca Partia Socjaldemokratyczna dotkliwie przegrała wybory europejskie, a dzień później...;;And HOWEVER you CAN, ONLY a LITTLE DETERMINATION, you NEED COURAGE, Romanian political earthquake. Powerful ruling social Democratic Party lost the elections keenly European, and a day later...;however little determination need courage romanian political earthquake powerful ruling social democratic party lost elections keenly european day later
2019-05-31 06:47:13;pl;TOPTVPINFO;Warszawa, Polska;Koalicja Europejska została zawarta na wybory europejskie. Przed nami decyzja czy tę koalicję kontynuować. Warunkiem granicznym PSL jest ewentualne wciągnięcie na pokład Roberta Biedronia – jeśli R. Biedroń dołączy do KE, to dla PSL nie będzie tam miejsca - powiedział @jflibicki. https://t.co/V26kagpDFx;;;jflibicki;0;0;Koalicja Europejska została zawarta na wybory europejskie. Przed nami decyzja czy tę koalicję kontynuować. Warunkiem granicznym PSL jest ewentualne wciągnięcie na pokład Roberta Biedronia – jeśli R. Biedroń dołączy do KE, to dla PSL nie będzie tam miejsca - powiedział .;;A coalition of Union was signed at the European elections. Before us is the decision, or the coalition to continue. The condition of the border PSL - possible to get on Board Robert Biedronia – if R. Biedroń join the EC, for PSL there will be no place, - he said .;coalition union signed european elections us decision coalition continue condition border psl possible get board robert biedronia – r biedroń join ec psl place said
2019-05-31 06:29:27;pl;Gosc_RadiaZET;;Neumann: Wszyscy mówili - nawet w wielu audycjach @RadioZET_NEWS - że wybory europejskie są prostsze do złożenia koalicji także programowo. Wybory do Sejmu i Senatu są trudniejsze, bo tematów jest więcej. Musimy to złożyć i zobaczyć, kto mieści się w tym programie;;;RadioZET_NEWS;4;1;Neumann: Wszyscy mówili - nawet w wielu audycjach - że wybory europejskie są prostsze do złożenia koalicji także programowo. Wybory do Sejmu i Senatu są trudniejsze, bo tematów jest więcej. Musimy to złożyć i zobaczyć, kto mieści się w tym programie;;Neumann: All said - even in many of the broadcasts - that the European elections are more simple for Assembly of the coalition also programmatically. Elections to the Sejm and the Senate more difficult because the more. We need to imagine and see who is in the program;neumann said even many broadcasts european elections simple assembly coalition also programmatically elections sejm senate difficult need imagine see program
2019-05-31 06:26:52;pl;boklazec;Warszawa;Wybory europejskie w Polsce pokazały co najmniej bierną aprobatę dla modelu państwa, w którym Kościół zajmuje wyjątkową i wyróżnioną pozycję.  Oto mój komentarz: https://t.co/7ibNvWouTO;;;;51;130;Wybory europejskie w Polsce pokazały co najmniej bierną aprobatę dla modelu państwa, w którym Kościół zajmuje wyjątkową i wyróżnioną pozycję. Oto mój komentarz:;;The European election in Poland showed, at least, passive approval for the model of the state in which the Church is unique and is allocated points. Here's my review:;european election poland showed least passive approval model state church unique allocated points heres review
2019-05-31 06:19:06;pl;Platforma_org;Polska;.@SchetynadlaPO: Tak jak Koalicja Obywatelska była projektem na wybory samorządowe, tak Koalicja Europejska była projektem na wybory europejskie. Współpraca opozycji, niezależnie od formy, powinna być kontynuowana.;;;SchetynadlaPO;10;28;.: Tak jak Koalicja Obywatelska była projektem na wybory samorządowe, tak Koalicja Europejska była projektem na wybory europejskie. Współpraca opozycji, niezależnie od formy, powinna być kontynuowana.;;.: As the Coalition was a project on local elections, the Coalition Union was a project on European elections. The cooperation of the opposition, in whatever form, should be continued.;coalition project local elections coalition union project european elections cooperation opposition whatever form continued
2019-05-31 04:22:20;pl;zOstatniejChw;Poland;"Z OSTATNIEJ CHWILI:
""Żądamy godnego życia"". W Warszawie brakuje ponad tysiąca policjantów. ""To nie były wybory europejskie, to były sekundy""";;;;0;0;"Z OSTATNIEJ CHWILI: ""Żądamy godnego życia"". W Warszawie brakuje ponad tysiąca policjantów. ""To nie były wybory europejskie, to były sekundy""";;"From the LATTER: ""we Demand a decent life"". In Warsaw do not have more than thousand policemen. ""These were not elections, European, it was the second""";latter demand decent life warsaw thousand policemen elections european second
2019-05-30 21:14:40;pl;szacki;Warszawa;"""To jest porażka, ale to nie klęska. 6-7 proc. to jest porażka, którą w pół roku można odrobić. Stworzyliśmy siłę, z którą PiS może przegrać. To były wybory europejskie, a w UE wygraliśmy my: Koalicja Europejska""
Radosław Sikorski w ""Kropce nad i""
Tia...";;;;1;26;"""To jest porażka, ale to nie klęska. 6-7 proc. to jest porażka, którą w pół roku można odrobić. Stworzyliśmy siłę, z którą PiS może przegrać. To były wybory europejskie, a w UE wygraliśmy my: Koalicja Europejska"" Radosław Sikorski w ""Kropce nad i"" Tia...";;"""It is a defeat but not a disaster. 6-7 percent. this defeat, which six months can be done. We have created a force with which PiS can lose. It was the European elections and in the EU we won we are: a Coalition of Union"" Radoslaw Sikorski in ""dot and"" TIA...";defeat disaster percent defeat six months done created force pis lose european elections eu coalition union radoslaw sikorski dot tia
2019-05-30 16:53:15;pl;JablonskiDoktor;Warszawa, Polska;@R8uzz Homofobia musi się pojawić. W niedzielę Polacy zostali wydymani przez dwóch gejów. W dodatku komunistów. https://t.co/QMtun1T19h;http://otomojapropaganda.blogspot.com/2019/05/wybory-europejskie-2019-r.html;;R8uzz;0;0;Homofobia musi się pojawić. W niedzielę Polacy zostali wydymani przez dwóch gejów. W dodatku komunistów.;;Homophobia should appear. On Sunday, the Poles were wydymani for two gays. In addition the Communists.;homophobia appear sunday poles wydymani two gays addition communists
2019-05-30 14:19:10;pl;JablonskiDoktor;Warszawa, Polska;"Po 30. latach, na naszych oczach, dokonuje się miękki powrót do dawnych sfer wpływów. Zyskały wielkie mocarstwa, jak to w polityce bywa. Niemcy odzyskały swoją środkową część (b. NRD), Rosja wydziobała Polskę i Węgry. 
https://t.co/QMtun1T19h https://t.co/fXppD63NYY";http://otomojapropaganda.blogspot.com/2019/05/wybory-europejskie-2019-r.html;;;6;10;Po 30. latach, na naszych oczach, dokonuje się miękki powrót do dawnych sfer wpływów. Zyskały wielkie mocarstwa, jak to w polityce bywa. Niemcy odzyskały swoją środkową część (b. NRD), Rosja wydziobała Polskę i Węgry.;;After 30. years, in our eyes, is a soft return to the old spheres of influence. Got great powers, as the policy is. The Germans reconstructed the Central part of (b. GDR), Russia wydziobała Poland and Hungary.;years eyes soft return old spheres influence got great powers policy germans reconstructed central part b gdr russia wydziobała poland hungary
2019-05-30 14:04:59;pl;JablonskiDoktor;Warszawa, Polska;@ITwitowicz To już problem jego fanów. Zresztą, i tak jest po meczu... https://t.co/QMtun1T19h;http://otomojapropaganda.blogspot.com/2019/05/wybory-europejskie-2019-r.html;;ITwitowicz;0;0;To już problem jego fanów. Zresztą, i tak jest po meczu...;;It is a problem of his fans. However, and so after the game...;problem fans however game
2019-05-30 14:04:18;pl;JablonskiDoktor;Warszawa, Polska;"To prawda. Tam, w PL, to już RUSKI LAND... 
https://t.co/QMtun1T19h https://t.co/Xz3rLWyAFK";http://otomojapropaganda.blogspot.com/2019/05/wybory-europejskie-2019-r.html, https://twitter.com/jakub_poznanski/status/1134093347998654465;;;0;0;To prawda. Tam, w PL, to już RUSKI LAND...;;It's true. There in PL, this is RUSSIAN LAND...;true pl russian land
2019-05-30 13:39:17;pl;MateoPoznan;Poznań, Polska;Czytałem via @Pocket: [Wybory europejskie] Liberałowie zyskują, nowa prawica na marginesie https://t.co/8Lh3YLBO3M;http://bit.ly/2Xi1ic8;;Pocket;0;0;Czytałem via : [Wybory europejskie] Liberałowie zyskują, nowa prawica na marginesie;;I read via : [the European Elections] Liberals gain, new right hand, by the way;read via european elections liberals gain new right hand way
2019-05-30 13:16:39;pl;JablonskiDoktor;Warszawa, Polska;@JasnoCzarnowidz Ja już wyjechałem. I to samo radzę pozostałym. https://t.co/d2cfEMYz6e;https://otomojapropaganda.blogspot.com/2019/05/wybory-europejskie-2019-r.html;;JasnoCzarnowidz;0;0;Ja już wyjechałem. I to samo radzę pozostałym.;;I had already left. And suggest the same to everyone else.;already left suggest everyone else
2019-05-30 13:16:00;pl;JablonskiDoktor;Warszawa, Polska;"Kaczyński zaczyna już Zachodowi pasować.
Oddał Polskę w sferę wpływów Moskwy.
Tym samym dyskusje nad zasadnością obecności Wschodu w UE można już odpuścić. 
#Polexit dokonał się w niedzielę. 
https://t.co/d2cfEMYz6e https://t.co/evcd3Ztz70";https://otomojapropaganda.blogspot.com/2019/05/wybory-europejskie-2019-r.html;Polexit;;2;2;Kaczyński zaczyna już Zachodowi pasować. Oddał Polskę w sferę wpływów Moskwy. Tym samym dyskusje nad zasadnością obecności Wschodu w UE można już odpuścić. dokonał się w niedzielę.;;Kaczynski is already beginning to meet West. Gave Poland into the sphere of influence of Moscow. This same discussion over zasadnością presence of the East in the EU is already possible to forget. did on Sunday.;kaczynski already beginning meet west gave poland sphere influence moscow discussion zasadnością presence east eu already possible forget sunday
2019-05-30 11:45:23;pl;radiobialystok;Bialystok;"Wybory europejskie za nami. Tym razem z bardzo wysoką #frekwencja. Czy wzrosło zainteresowanie Polaków Unią czy majowe wybory były wstępem do jesiennych wyborów parlamentarnych? Podsumowanie #WyboryEuropejskie w audycji #WersjaLokalna od 14:10 📻

https://t.co/1LfHU6QtW9";https://www.radio.bialystok.pl/internetowe/radio;frekwencja, WyboryEuropejskie, WersjaLokalna;;0;0;Wybory europejskie za nami. Tym razem z bardzo wysoką . Czy wzrosło zainteresowanie Polaków Unią czy majowe wybory były wstępem do jesiennych wyborów parlamentarnych? Podsumowanie w audycji od 14:10 ;📻;The European elections are behind us. This time is very high . Whether the increased interest in the Poles, if the may elections were a rehearsal of the autumn parliamentary elections? Up in the air 14:10;european elections behind us time high whether increased interest poles may elections rehearsal autumn parliamentary elections air
